CustID,Name,Gender,Address,zip,SignDate,Status,Level,Campaign,LinkedWithApps
1152,"Michael Wen",1,"0 Big Goose Race","25108","02/04/2013",1,2,1,1
1153,"Jennifer Hobson",0,"30569 Cool Grove Stroll","22842","02/21/2013",1,1,1,0
1154,"Joy Boyle",1,"39024 Hidden Bird Pass","30377","01/19/2013",1,0,1,0
1155,"Mable Mosley",0,"58410 Auburn Stone Jetty","38468","08/13/2012",1,2,1,1
1156,"John Wilcox",1,"13745 Crystal Log Circle","12936","06/07/2013",1,2,1,0
1157,"Howard Lewis",1,"16006 Emerald Beaver Way","47846","02/09/2013",1,0,1,0
1158,"James Murray",0,"19902 Dewy Axe Glade","21532","05/21/2013",1,0,4,0
1159,"Karen Abbott",0,"15524 High Bluff Court","46984","07/31/2013",1,1,1,0
1160,"Laura Moye",0,"94089 Ivory Snake Ridge","26519","07/03/2013",1,2,1,0
1161,"Coleen Mcewan",1,"23470 Small Anchor Nook","30621","05/04/2013",1,0,3,0
1162,"Darrell Monroy",0,"33926 Birch Zephyr Knoll","43950","02/12/2013",1,0,4,1
1163,"Sharon Soto",1,"8665 Old Horse Glen","39633","07/12/2013",1,0,3,1
1164,"Steven Lehner",1,"91774 Pied Zephyr Canyon","29153","07/08/2013",1,0,1,0
1165,"Joyce Savoy",1,"6907 Broad Rabbit Orchard","74036","07/11/2013",1,1,1,0
1166,"Arthur Lee",0,"39131 Umber Pine Court","74434","04/18/2013",1,0,1,0
1167,"Douglas Hart",0,"59983 Birch Beacon Woods","96105","04/08/2013",1,2,1,1
1168,"Angie Sipe",1,"3787 Sunny Snake Court","25324","08/31/2012",1,1,1,1
1169,"Frances Pickard",1,"77004 Long Dale Chase","37153","05/21/2013",1,1,3,1
1170,"Patricia Williams",1,"34384 Stony Pebble Journey","83813","02/12/2013",1,0,1,1
1171,"James Jackson",0,"1710 Velvet Bluff Alcove","56502","06/13/2013",1,1,3,1
1172,"Cassandra Williamson",1,"5117 Sandy Diamond Niche","27331","05/27/2013",1,0,0,1
1173,"Charles Stark",0,"13 Calm Nut Heights","10032","02/21/2013",1,1,1,0
1174,"Marie Lacy",1,"332 Amber Fawn Trace","98029","07/13/2013",1,0,1,1
1175,"Kristopher Dell",1,"6067 Quiet Wagon Flats","13235","10/17/2012",1,0,0,1
1176,"Lucille Hawkins",1,"429 Sunny Forest Run","18825","06/09/2013",1,2,1,1
1177,"Donald Welch",1,"21936 Hazy Axe Edge","44503","07/22/2013",0,0,1,0
1178,"Clarence Arredondo",1,"2248 Thunder Autumn Run","13784","02/13/2013",1,2,3,0
1179,"Leonard Hartnett",0,"35588 Noble Branch Bluff","56376","05/10/2013",1,0,1,1
1180,"Timothy Pugsley",0,"35957 Golden Panda Niche","58230","07/23/2013",1,1,1,1
1181,"William Knight",0,"11806 Hush Grove Flats","90748","07/18/2013",1,0,1,0
1182,"Glenda Fredrick",1,"44137 Quiet Cottage Hollow","16127","12/05/2012",0,0,0,0
1183,"Monty Li",0,"55458 Windy Crow Knoll","50538","11/03/2012",1,0,3,0
1184,"Linda Humphrey",0,"39623 Calm Peach Road","50464","05/02/2013",1,0,1,1
1185,"Tiffany Moreno",1,"12614 Shady Pumpkin Hollow","12508","03/29/2013",1,0,4,0
1186,"Scot Echols",0,"85959 Sweet Treasure Twist","28025","07/19/2013",1,0,2,0
1187,"Maria Maze",1,"1710 Jagged Castle Glen","53956","04/23/2013",1,2,4,1
1188,"Bert Even",1,"7446 Auburn Spring Road","95926","07/20/2013",0,0,1,1
1189,"Ryan Vega",1,"623 Calm Stone Pass","17310","06/27/2013",1,0,3,0
1190,"Ramona Jackson",0,"87316 Orange Stone Meadow","12865","05/02/2013",0,0,1,0
1191,"Elmer Atkinson",1,"63435 Lonely Fox Pace","07999","06/02/2013",1,2,3,0
1192,"Emma Gillispie",0,"98910 Hush Panda Vista","14206","06/03/2013",1,0,1,1
1193,"Ida Floyd",1,"81719 Amber Panda Place","35019","07/23/2013",1,1,2,1
1194,"John Briseno",1,"17468 Pretty Pebble Edge","43447","05/30/2013",1,0,1,1
1195,"Cora Adams",0,"1817 Cold Dove Stroll","94806","07/25/2013",1,0,4,0
1196,"Travis Henke",0,"25759 Auburn Sky Twist","63005","07/18/2013",0,0,2,1
1197,"Catherine Cunningham",1,"812 Sweet Oak Way","46034","07/13/2013",1,1,1,0
1198,"Debra Hoover",0,"27321 Lost Elm Bank","12571","07/13/2012",1,0,1,0
1199,"Charles Ford",0,"688 Rustic Holly Point","60056","05/24/2013",1,0,1,0
1200,"Latisha Brown",0,"59167 Silver Swan Saunter","89008","04/28/2013",1,0,1,1
1201,"Jonathan Emmert",0,"22572 Colonial Hills Farms","38017","03/25/2013",0,0,1,1
1202,"James Rice",0,"25851 Still Bridge Arbor","08887","07/02/2013",1,1,1,0
1203,"Peter Greenberg",0,"42781 Tender Panda Vista","55459","02/13/2013",1,1,3,0
1204,"Francesco Griffith",1,"49740 Small Bear Haven","33587","07/10/2013",0,1,1,1
1205,"Timothy Kinard",1,"6930 Sleepy Autumn Saunter","52207","06/03/2013",1,0,3,1
1206,"Susan Brown",0,"6122 Honey Goat Lagoon","69190","07/09/2013",1,0,3,0
1207,"Louise Crumble",1,"97056 Pearl Barn Avenue","56364","07/31/2013",1,0,0,1
1208,"Dorothy Evan",0,"16560 Twin Castle Highlands","76857","07/02/2013",0,0,4,1
1209,"Lois Durfee",1,"224 Green Forest Glen","80033","03/31/2013",0,1,1,1
1210,"Christopher Carlson",0,"28577 Auburn Turtle Gardens","12721","02/18/2013",1,1,0,1
1211,"Michael Cooper",1,"1219 Silent Robin Dell","47935","06/27/2013",1,0,2,1
1212,"George Egan",1,"28041 Windy Bird Cut","57779","11/17/2012",0,0,3,0
1213,"Jean Beaudin",0,"94214 Harvest Mountain Glen","61114","12/20/2012",1,0,3,1
1214,"Jose Salisbury",0,"73228 Broad Maple Meadow","76574","03/28/2013",1,0,1,0
1215,"Jason Thornell",1,"3448 Burning Crow Trek","46807","08/06/2012",1,0,3,1
1216,"Ronald Matson",0,"39554 Lone Mill Round","43783","02/07/2013",1,2,0,0
1217,"Jose Bazan",1,"27203 Long River Vale","39735","04/21/2013",1,0,4,0
1218,"April Kingston",0,"87493 Cold Lamb Trek","17022","05/31/2013",1,0,1,1
1219,"Norma Hunter",0,"89764 Silent Elm Bank","93205","06/15/2013",1,0,3,0
1220,"Robert Burke",1,"52 Merry Oak Park","31645","04/08/2013",1,2,0,1
1221,"Dorothy Nuckolls",0,"71189 Clear Prairie Race","68766","05/12/2013",1,1,1,0
1222,"Michael Jones",1,"14128 Cotton Pioneer Bluff","44322","09/05/2012",1,2,1,0
1223,"James Sawyer",0,"47102 Old Oak Bend","21649","06/27/2013",1,0,0,1
1224,"Pam Wilson",0,"26000 Foggy Deer Bayou","42452","07/20/2013",1,0,0,0
1225,"Donald Drucker",1,"3608 Easy Shadow Lace","85205","01/28/2012",1,0,4,1
1226,"Ashley Swasey",0,"44967 Burning Bridge Farms","19535","04/04/2013",1,0,1,0
1227,"Sharon Ware",0,"52828 Sweet Dale Terrace","22657","02/13/2013",1,2,3,1
1228,"Christina Stephenson",1,"20230 Burning Embers Byway","70652","04/09/2013",1,1,1,0
1229,"Sarah Murray",1,"3614 Jagged Elm Cut","60403","03/04/2013",1,0,1,0
1230,"Gloria Lester",0,"13677 Pleasant Crow Cut","29447","03/27/2013",1,2,4,0
1231,"Edythe West",1,"95421 Lone Nest Cut","57540","05/06/2013",1,2,4,0
1232,"Charles Whittaker",0,"8915 Quaking Crow Gardens","91749","07/20/2013",1,0,1,1
1233,"Stephen Collins",1,"3104 Tawny Elk Way","27150","06/12/2012",1,0,1,1
1234,"William Chevez",0,"73195 Red Spring Place","38838","07/02/2013",0,0,1,0
1235,"Margaret Norvell",1,"23674 Tender Bird Ledge","18413","11/04/2012",1,1,3,0
1236,"Amy Mckelvey",0,"3686 Auburn Spring Avenue","46701","05/20/2013",1,1,4,0
1237,"Leslie Wise",0,"1472 Lost Island Woods","93652","05/19/2013",1,2,4,1
1238,"Josephine Gall",1,"58157 Crystal Chestnut Journey","74866","02/04/2013",1,1,3,1
1239,"Christina Johnson",1,"19021 Sunny Shadow Cut","94966","01/12/2013",0,0,1,1
1240,"Michel Washburn",0,"17398 Golden Fawn Bluff","32254","05/13/2013",1,1,1,1
1241,"Todd Anderson",0,"94318 Lone Fawn Alcove","75232","03/27/2013",1,1,1,0
1242,"Ryan Corso",0,"10601 Small Treasure Trail","11739","07/27/2013",0,0,1,1
1243,"Robert Matheson",0,"68815 Sweet Mill Highlands","56945","07/21/2013",1,0,1,0
1244,"Christopher Cavanaugh",0,"42263 Merry Log Valley","20221","02/11/2013",0,1,4,1
1245,"Alba Arellano",0,"10295 Strong Acorn Flats","46869","06/07/2013",1,0,3,0
1246,"Michael Dodson",0,"666 Burning View Glade","25067","12/03/2012",1,0,1,1
1247,"Darla Charles",1,"92595 Lazy Nest Twist","76631","06/27/2013",1,0,1,1
1248,"Julie Jones",1,"63384 Crystal Harbor Grove","17946","07/14/2013",1,1,3,1
1249,"Floyd Laforge",1,"32911 Happy Holly Trail","12288","06/19/2013",1,0,1,0
1250,"Clarence Murray",0,"10661 Velvet Pioneer Hollow","51104","01/06/2013",1,0,1,0
1251,"Tanesha Barlow",1,"94185 Cozy Timber Trail","36615","07/16/2013",1,0,1,1
1252,"Rosalyn Wilcox",0,"3745 Cotton Elm Wander","12546","06/28/2013",1,1,4,0
1253,"Crissy Derosa",0,"31247 Bright Dale Pace","83261","12/16/2012",1,1,1,0
1254,"Margaret Youmans",1,"30755 Rocky Hickory Journey","74077","01/15/2013",1,0,1,0
1255,"Magdalena Villanueva",0,"3505 Rustic Cider Lane","25547","03/27/2013",1,0,0,0
1256,"Deborah East",0,"5988 Pretty Pebble Acres","15276","05/05/2013",1,0,4,1
1257,"Georgia Pacheco",1,"34801 Emerald Robin Grove","70076","04/23/2013",1,0,0,0
1258,"Bernice Backus",1,"13598 Sleepy Goat Lane","05465","05/13/2013",0,0,4,1
1259,"Fred Artiaga",0,"55647 Red Rabbit Stroll","30572","04/04/2013",1,1,4,1
1260,"Hannah Harrison",0,"229 Strong Hills Manor","14092","07/14/2013",0,0,1,1
1261,"Troy Valerio",0,"13546 Emerald Spring Niche","32329","12/16/2012",1,1,1,0
1262,"Patricia Coleman",0,"70816 Rustic Pony Grove","16923","06/07/2013",1,2,2,1
1263,"Justin Dixon",0,"73444 Bent Robin Valley","50861","06/26/2013",1,1,4,0
1264,"David Wilkerson",1,"42 Golden Turtle Promenade","91702","12/07/2012",1,0,4,0
1265,"Juan Abbott",0,"1389 Merry Goat Turn","84717","07/08/2013",0,2,4,0
1266,"James Aguirre",1,"70396 Rocky Leaf Terrace","18932","03/01/2013",1,1,3,1
1267,"Julia Leboeuf",0,"24602 White Swan Road","49797","07/26/2013",1,2,1,1
1268,"Lola Cortes",1,"26843 Crystal Wagon Run","60071","07/26/2013",1,0,1,0
1269,"Rene Lopez",0,"8052 Tawny Rise Swale","02832","02/01/2012",1,0,1,0
1270,"Robert Burk",0,"9258 High Bluff Glen","60565","04/18/2013",1,0,4,1
1271,"Clinton Smith",0,"6800 Colonial River Lagoon","10211","05/19/2013",1,0,1,0
1272,"Kathryn Turner",0,"2613 Auburn Elm Orchard","80741","07/14/2013",1,0,4,0
1273,"Jacob Ring",1,"65010 Silent Mill Crest","43842","11/09/2012",1,0,1,1
1274,"Stewart Duran",0,"15449 Dusty Sky Woods","27157","05/30/2013",1,0,1,0
1275,"Allen Wade",1,"14072 Thunder Nut Lagoon","60954","04/30/2013",1,0,3,1
1276,"Janet Zambrana",0,"1854 Harvest Bear Shoal","72330","02/10/2013",1,0,3,0
1277,"Susan Ramos",0,"8283 Still Cloud Estates","06250","01/19/2013",1,2,1,0
1278,"Shirley Bruning",0,"19340 Lazy Hills Hollow","98108","04/19/2013",1,0,1,1
1279,"Chad Navarra",1,"81483 Burning Fox Trek","89421","07/12/2013",1,1,1,1
1280,"Todd Gibbs",0,"36206 Cozy Rise Ledge","57791","07/06/2013",1,0,1,1
1281,"Sondra Archuleta",0,"45094 Merry Grove Isle","98411","07/14/2013",1,0,0,0
1282,"Erica Bailey",1,"41009 Sleepy Cloud Heights","04221","06/24/2013",1,2,4,0
1283,"David Piotrowski",0,"35 Square Leaf Highlands","95242","06/29/2013",1,1,4,1
1284,"John Parks",0,"15700 Rose Dale Turn","40472","04/21/2013",1,1,0,1
1285,"Terry Johnson",0,"110 Easy Bear Lace","53221","06/07/2013",1,0,4,0
1286,"Beverly Ball",1,"4847 Dusty Island Meadow","04241","07/28/2013",1,0,1,1
1287,"Bettina Stone",0,"3601 Honey Hills Grove","77541","05/22/2013",1,0,3,0
1288,"Adela Atnip",0,"51692 Ivory Stone Bend","70343","07/04/2013",1,0,1,1
1289,"Allen Olsen",1,"50295 Little Quail Summit","87575","03/28/2013",1,0,1,0
1290,"Ada Pittman",0,"392 Dewy Bear Alcove","28134","07/03/2013",1,1,4,1
1291,"Matthew Hunter",1,"70792 High Turtle Road","53042","02/10/2013",1,0,1,1
1292,"Richard Turner",0,"21590 Rocky Oak Corner","92646","04/01/2013",1,0,4,0
1293,"Alan Williams",0,"89510 Cinder Timber Promenade","60935","05/18/2013",1,0,0,1
1294,"Priscilla Washington",0,"13631 Sunny Autumn Promenade","83628","12/30/2012",1,0,2,1
1295,"Robert Schrupp",0,"20695 Blue Forest Vale","67485","06/01/2013",1,0,3,0
1296,"Clifton Miles",0,"37491 Shady Acorn Bend","34434","03/31/2013",1,0,1,0
1297,"Jennifer Nock",1,"354 Crimson Castle Byway","53944","04/19/2013",1,0,0,1
1298,"Scott Cochran",1,"5361 Silent Pond Trek","83632","02/01/2013",1,0,4,1
1299,"Philip Noble",0,"4565 Gentle Shadow Woods","73521","07/27/2013",1,0,2,1
1300,"Beryl Herbert",1,"91849 Indian Hickory Bank","98288","12/01/2012",1,0,1,1
1301,"Andrew Miller",0,"84780 Foggy Rise Rove","24850","07/04/2012",1,0,0,1
1302,"Laura Childs",1,"30548 Blue Dove Way","45400","07/03/2013",1,1,1,0
1303,"Vita Molina",1,"33194 Sandy Elm Journey","32356","02/09/2013",1,0,1,0
1304,"James Sisco",0,"85819 Birch Dale Court","18657","03/03/2013",1,1,1,0
1305,"Crystal Anders",0,"51086 Hush Dale Wander","20712","01/28/2013",1,0,1,0
1306,"Helen Gamez",0,"1525 Small Branch Field","49266","07/12/2013",1,0,4,1
1307,"Brigida Masters",0,"49386 Little Dale Edge","72316","05/28/2013",1,0,1,0
1308,"Maria Heisler",1,"59603 Grand Willow Woods","64072","04/25/2013",1,0,4,0
1309,"Barbara Mcgee",0,"19225 Shady Timber Gardens","24327","06/15/2013",1,0,3,0
1310,"Margaret Blalock",1,"6956 Sleepy Quail Glade","65063","10/29/2012",1,1,4,0
1311,"Harry Wilkerson",1,"16979 Quaking Lake Gardens","08834","07/10/2013",1,1,3,0
1312,"Rose Barbeau",0,"5 Foggy Panda Way","71359","02/07/2013",1,1,1,1
1313,"Warren Owens",1,"29177 Big Chestnut Isle","93724","05/01/2013",1,0,1,1
1314,"Misty Plank",0,"9445 Thunder Hills Ledge","85032","07/09/2013",1,0,1,1
1315,"Juan Stewart",0,"1372 Clear Snake Stead","33586","07/17/2013",1,0,0,0
1316,"Consuelo Davis",1,"11196 Twin Anchor Ridge","03848","07/05/2013",0,1,2,1
1317,"Robert Hetzel",0,"36365 Turning Lake Vale","70067","03/12/2013",1,0,1,1
1318,"Ronald Faris",0,"75768 Cool Embers Saunter","08221","10/31/2012",1,0,0,1
1319,"George Williams",0,"11 Rustic Pony Summit","54931","05/16/2013",1,2,0,0
1320,"Jennifer Curry",0,"91397 Pretty Brook Canyon","85534","07/11/2013",0,2,1,0
1321,"Reba Dixon",0,"75485 Easy Anchor Quay","51240","06/30/2013",0,1,4,1
1322,"Samuel Powell",1,"1137 Tawny Rise Summit","35070","05/12/2013",1,1,3,0
1323,"Susan Wade",0,"6176 Twin Oak Trek","10024","05/17/2013",1,1,1,1
1324,"Christopher Aragon",1,"21533 Quiet Shadow Swale","74359","04/26/2013",1,1,0,1
1325,"Mary Anderson",0,"60922 Burning View Trek","08403","06/20/2013",1,0,1,1
1326,"Joy Allred",0,"10547 Hush Axe Ramble","77560","06/02/2013",1,1,0,0
1327,"Tammy Lee",0,"486 Rustic Flower Court","66652","07/14/2013",1,1,4,0
1328,"Jennifer Donald",0,"221 Small Goat Bayou","75450","05/31/2013",1,2,1,1
1329,"Judith Green",1,"85117 Rose Goose Place","49626","07/24/2013",1,0,3,0
1330,"Charles Ervin",1,"23003 Silver Mountain Dell","50333","07/12/2013",1,0,4,0
1331,"Danny Ramirez",1,"82911 Little Pumpkin Summit","68628","07/02/2013",1,1,2,1
1332,"Jennifer Stone",0,"27382 Lost Turtle Place","85234","03/15/2013",1,0,0,1
1333,"Latoya Haynes",0,"3903 Sandy Apple Meadow","04441","06/19/2013",1,0,1,0
1334,"Linda Irby",1,"37554 Crystal Harbor Pace","97351","06/29/2013",1,0,3,1
1335,"Jerry Robbins",0,"43233 Silent Pebble Flats","36721","07/17/2013",1,0,1,0
1336,"Robert Chandler",1,"88300 Hush Beacon Stroll","70638","05/18/2013",0,0,0,0
1337,"Iris Knighten",0,"23192 Lazy Berry Arbor","84649","03/19/2013",1,0,1,1
1338,"Deborah Hall",1,"6237 Indian View Chase","43160","01/18/2013",1,1,1,0
1339,"Bernadette Ivey",1,"31630 White Beaver Canyon","04642","07/14/2013",0,0,1,0
1340,"Jonathan Graham",0,"278 Cozy Pumpkin Pike","38001","06/25/2013",1,1,4,0
1341,"Herbert Pautz",1,"4715 Orange Prairie Lace","68758","06/23/2013",1,1,2,1
1342,"Philip Blackwell",0,"7254 Easy Pond Point","10292","07/28/2013",1,0,1,0
1343,"Thelma Edwards",1,"98263 Sweet Peach Summit","60458","06/20/2013",1,2,3,1
1344,"Juanita Weir",0,"15311 Hidden Snake Lane","26410","06/13/2013",1,1,1,1
1345,"Peter Rosales",0,"28 Cotton Willow Landing","40316","07/11/2013",1,0,0,0
1346,"Erika Blair",0,"23666 Quaking Spring Wander","80549","06/07/2013",1,0,0,1
1347,"Stephane Osgood",1,"90718 Sleepy Leaf Shoal","45839","10/28/2012",1,0,1,1
1348,"Reinaldo Covey",1,"37188 Cinder Turtle Crest","98245","05/23/2013",1,0,4,0
1349,"Shannon Novak",1,"41603 Cozy Mountain Quay","95253","06/22/2013",1,0,1,1
1350,"Rachel Sowder",1,"276 Green Shadow Flats","72742","05/29/2013",1,0,0,0
1351,"James Ortiz",1,"48912 Bent Chestnut Estates","62526","04/26/2013",1,0,4,0
1352,"Kay Hundley",0,"2792 Strong Dale Isle","84511","11/04/2012",1,0,1,1
1353,"Steven Holt",1,"5574 Small Goose Run","11955","05/12/2013",1,0,1,1
1354,"Jessica Lazar",0,"99576 Bent Castle Pace","78780","01/03/2013",1,0,1,1
1355,"Jodi Gardner",1,"44672 Gentle Fawn Wander","90044","05/09/2013",1,0,1,0
1356,"Jeannie Henshaw",0,"9725 Hush Timber Hollow","52064","08/22/2012",1,1,1,1
1357,"Hannah Regnier",1,"93460 Easy Butternut Farms","59834","06/19/2013",0,2,1,0
1358,"Jeffrey Luckett",0,"19252 Blue Branch Saunter","73526","05/23/2013",0,0,1,1
1359,"Donald Clem",1,"32364 Auburn Timber Saunter","22336","06/25/2013",1,0,1,0
1360,"Mary Moore",0,"64540 Burning Mill Terrace","27379","03/11/2013",1,0,1,0
1361,"Thelma Peterson",0,"75828 Hazy Chestnut Vista","56945","06/23/2013",1,0,1,0
1362,"Julie Sussman",0,"53061 Bent Turtle Place","71281","04/06/2013",1,1,0,0
1363,"Melvin Lavergne",0,"73791 Long Leaf Bluff","07630","04/20/2013",1,1,1,1
1364,"Robert Foley",0,"8428 Burning Spring Cove","35005","12/22/2012",1,0,1,1
1365,"Vickey Carney",1,"634 Stony Harbor Bank","34949","04/28/2013",1,1,4,1
1366,"Patricia Taylor",1,"911 Still Rock Ledge","36852","06/13/2013",1,0,0,1
1367,"Horace Matthews",0,"67426 Old Chestnut Alcove","54732","07/30/2013",1,0,4,0
1368,"Nancy Aubry",1,"5476 Birch Barn Cut","02769","06/27/2013",1,0,4,0
1369,"Rickey Butera",1,"6349 Crystal Blossom Way","59624","07/29/2013",1,1,2,1
1370,"Yvette Hays",0,"6594 Bent Diamond Trek","67747","07/03/2013",1,0,1,0
1371,"Denise Coppa",0,"71271 Still Pony Vista","62217","07/20/2013",1,0,0,0
1372,"Chester Schwarz",0,"65766 Small Mountain Drive","77393","05/19/2013",1,0,1,1
1373,"Valerie Cooke",1,"6188 Crimson Nest Path","86339","11/05/2012",1,1,1,1
1374,"Otto Prime",1,"48876 Big Embers Estates","80501","07/13/2013",1,0,4,1
1375,"Cathy Scroggins",1,"43153 Emerald Berry Street","75067","06/17/2013",1,0,4,1
1376,"Jimmy Dore",0,"61376 Sunny Pond Gate","03875","07/11/2013",1,1,1,1
1377,"Peter Briggs",0,"16556 Rocky Timber Chase","52645","03/23/2013",1,1,2,0
1378,"David Collier",1,"70516 Iron Leaf Glade","67749","12/27/2012",1,0,1,1
1379,"Angela Cabrera",0,"93005 High Bridge Lane","71259","06/25/2013",1,1,1,0
1380,"James Olson",1,"50896 Umber Squirrel Vale","52217","06/01/2013",1,1,2,0
1381,"Kelly Duran",0,"931 Dusty Panda Court","90307","06/02/2013",1,1,0,0
1382,"Raymond Feaster",0,"72284 Hush Nest Pass","16312","06/09/2013",1,1,1,0
1383,"Rafael Wells",1,"24259 Sleepy Treasure Edge","95071","07/10/2013",1,0,1,1
1384,"Melvin Valenzuela",1,"55418 Sunny Swan Round","85635","07/13/2013",1,0,0,0
1385,"Charles Smoot",1,"11202 Shady Bear Journey","44191","06/15/2013",1,0,4,1
1386,"Melvin Morales",0,"3432 Blue Goose Promenade","30669","07/31/2013",1,0,1,0
1387,"Sara Durbin",0,"39174 Happy Pumpkin Lane","18821","05/07/2013",1,0,1,1
1388,"George Terry",1,"31525 Bright Butternut Bayou","55769","07/30/2013",1,0,1,1
1389,"John Norris",0,"7434 Cinder Nest Niche","80028","01/10/2013",1,0,1,1
1390,"Cynthia Evans",0,"12193 Birch Pebble Trek","98327","01/21/2013",1,0,1,1
1391,"Modesto Acosta",0,"41092 Harvest Mountain Lace","23805","04/21/2013",1,0,3,0
1392,"Margarita Mcclendon",1,"21254 Happy Maple Cove","37409","03/24/2013",1,1,1,1
1393,"Roseann Sheppard",0,"25559 Quiet Shadow Glade","53926","11/17/2012",1,2,1,0
1394,"Pat Jackson",0,"97003 Lazy Holly Saunter","45245","07/22/2013",0,0,0,0
1395,"Leonard Stanley",0,"8 Jagged Rise Avenue","96093","04/21/2013",1,0,1,0
1396,"Christopher Bateman",0,"62197 Lost View Dell","13495","06/21/2013",1,1,0,1
1397,"Van Kyles",0,"63510 Pretty Rock Run","21742","06/03/2013",0,1,1,0
1398,"Sandra Caraballo",1,"23383 Rustic Pony Wander","77650","07/06/2013",1,1,1,1
1399,"Barbara Wright",1,"7534 Ivory Beacon Path","28077","11/29/2012",1,0,1,0
1400,"Royal Crownover",1,"3625 Rocky Cider Field","54625","07/29/2013",1,0,1,1
1401,"Eileen Smith",1,"22582 Hazy Gate Ramble","19970","06/05/2013",1,1,1,0
1402,"Fernando Fowler",1,"460 Silent Rock Lace","16522","06/30/2013",1,0,1,0
1403,"Carrie Nelson",1,"9227 Indian Embers Lagoon","07446","06/18/2013",1,2,3,0
1404,"James Mccullough",0,"65347 Cotton Island Ramble","64476","05/28/2013",1,0,1,0
1405,"Betsy Compos",1,"7853 Bright Dale Glen","03305","05/24/2013",1,1,1,1
1406,"Oscar West",1,"47618 Emerald Forest Acres","31796","07/29/2013",1,0,0,1
1407,"Evelyn Hans",1,"0 Iron Axe Trail","58451","03/09/2013",1,1,4,0
1408,"Mary Moore",0,"33545 Twin Embers Vale","24323","07/30/2013",0,0,1,0
1409,"Harold Pitt",0,"13739 Lonely Pebble Avenue","48315","07/09/2013",1,0,1,1
1410,"Mary Parker",0,"3665 Green Robin Bend","47536","10/26/2012",1,1,1,0
1411,"Angela Cuthbert",1,"80572 Bright Willow Alcove","12720","12/23/2012",1,2,4,0
1412,"Art Spigner",0,"70 Tender Horse Alcove","55943","06/24/2013",1,2,4,1
1413,"Oliver Young",1,"310 Rocky Lake Avenue","03269","02/03/2013",1,0,1,0
1414,"Irvin Gardner",0,"81291 Long Pioneer Run","04672","01/09/2013",1,0,0,0
1415,"Tommy Miller",0,"50436 Fallen Swan Bank","70637","05/22/2013",1,0,4,1
1416,"Avis Tucker",0,"45841 Old Creek Crest","59033","05/23/2013",1,1,4,1
1417,"Sheila Cantu",1,"42612 Calm Pioneer Knoll","72863","03/08/2013",1,1,4,0
1418,"Mona Young",1,"24019 Small Oak Point","12936","11/01/2012",1,2,0,1
1419,"David Orr",0,"24889 Emerald Hickory Isle","47016","02/09/2013",1,0,3,1
1420,"Martin Sanchez",1,"83227 Velvet Hickory Pass","28741","07/28/2013",1,2,2,0
1421,"Ann Jenks",0,"9437 Sleepy Cider Lace","34745","03/31/2013",1,0,0,0
1422,"Tara Rutledge",0,"12786 Heather Treasure Glade","48054","07/21/2013",1,0,1,1
1423,"Joseph Wilson",0,"26687 Quaint Berry Road","72666","07/24/2013",1,0,4,1
1424,"Steven Nelson",1,"2416 Honey Harbor Canyon","76034","03/28/2013",1,0,1,0
1425,"Brett Hughes",0,"9211 Twin Holly Pace","28472","04/27/2013",1,0,4,1
1426,"Mary Coppage",1,"88063 Lonely Bird Cove","49062","05/30/2013",1,1,1,1
1427,"Billie Rivera",1,"1229 Hush Pumpkin View","45865","01/07/2013",0,2,1,1
1428,"William Silvey",1,"77603 Harvest Embers Circle","38113","05/14/2013",1,0,0,1
1429,"Keith Rausch",0,"439 Still Gate Shoal","43740","06/05/2013",1,2,1,0
1430,"Kelly Steely",1,"89026 Bent Harbor Grove","45621","12/31/2012",1,0,2,1
1431,"Susan Weaver",0,"78158 Cold Beacon Farms","23081","06/28/2012",1,0,1,1
1432,"Edward Harrison",1,"233 Old Pumpkin Villa","97856","04/13/2013",1,0,3,0
1433,"Michael Smallwood",1,"4223 Small Nest Shoal","77533","07/04/2013",1,0,1,1
1434,"Charles Schwartz",1,"60756 Bright Fox Dell","94268","11/29/2012",1,2,3,0
1435,"Eleanor Tucker",1,"57381 Quaint Brook Arbor","48175","03/18/2013",1,0,1,0
1436,"Myrtle Brown",0,"11757 Emerald Embers Vale","74022","03/16/2012",1,2,1,0
1437,"Arthur Mullins",1,"85439 Sleepy Blossom Way","73755","07/05/2013",1,0,3,0
1438,"Amelia Wilkinson",0,"27237 Turning Elk Manor","97496","05/08/2013",1,0,3,0
1439,"Joseph Numbers",1,"22555 Cozy Elk Meadow","27507","07/22/2012",1,0,1,0
1440,"Ramon Mattingly",0,"13249 Hidden Gate Meadow","98547","07/28/2013",0,1,1,0
1441,"Ramona Mayhall",1,"40599 High Wagon Grove","62374","05/25/2013",1,1,4,1
1442,"Iris Weathers",1,"18803 Middle Apple Lane","53063","12/05/2012",1,0,3,0
1443,"Daniel Reading",0,"14276 Easy Snake Grove","40225","07/17/2013",1,1,1,0
1444,"Emiko Miller",0,"1550 Silent Blossom Chase","62421","03/28/2013",1,0,1,1
1445,"Tom Whaley",0,"24264 Happy Snake Byway","13495","06/27/2013",1,2,4,1
1446,"James Tuttle",0,"60130 Long Pond Turn","94086","05/31/2013",1,0,2,0
1447,"Cory Exley",0,"38059 Misty Bird Isle","75016","05/02/2013",0,2,1,1
1448,"Erica Grady",1,"13687 Big Willow Promenade","31084","05/08/2013",1,0,1,1
